name,url,category,categoryKorean,region,language,stars,forks,trendScore,trendScopes,compareScore,maturity,evidence,fileCount,dirCount,sourceDepthScore,keyReferenceCount,features,dominantBuckets,dependencyGroups,commandCategories,riskCategories,risks,standout,sourceDeepDivePath,reportPath,localPath
henrydaum/second-brain,https://github.com/henrydaum/second-brain,agent-harness-mcp,에이전트 하네스/MCP,global,Python,556,64,142,global,399,solid,source+report,133,21,106,12,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;agent-instructions,eval;agentRuntime;config;docs;entrypoints,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/a/henrydaum__second-brain.md,reports/global-trending/repositories/henrydaum__second-brain.md,sources/henrydaum__second-brain
naver/nbase-arc,https://github.com/naver/nbase-arc,general-ai-open-source,일반 AI 오픈소스,korea,C,180,35,123,korea,358,solid,source+report,1410,175,106,12,cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;security-policy,eval;agentRuntime;docs;config;retrieval,,utility;build,,ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/9/naver__nbase-arc.md,reports/korea-trending/repositories/naver__nbase-arc.md,sources/naver__nbase-arc
naver/sling,https://github.com/naver/sling,general-ai-open-source,일반 AI 오픈소스,korea,C++,119,5,70,korea,277,emerging,source+report,15000,920,106,12,cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;security-policy,agentRuntime;eval;retrieval;config;docs,,,,scan truncated at 15000 files;ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/7/naver__sling.md,reports/korea-trending/repositories/naver__sling.md,sources/naver__sling
alexgreensh/repo-forensics,https://github.com/alexgreensh/repo-forensics,agent-harness-mcp,에이전트 하네스/MCP,global,Python,107,17,150,global,392,solid,source+report,307,60,106,12,agent-runtime;mcp/protocol;spec-artifacts;tests-evals;security-policy;container-deploy,agentRuntime;eval;mcp;security;ci,,,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/c/alexgreensh__repo-forensics.md,reports/global-trending/repositories/alexgreensh__repo-forensics.md,sources/alexgreensh__repo-forensics
line/abc-def,https://github.com/line/abc-def,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,103,7,94,korea,316,solid,source+report,1292,178,106,12,monorepo;cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;security-policy,retrieval;docs;agentRuntime;entrypoints;config,,build;utility;serve-dev;quality;test,,test/eval path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/8/line__abc-def.md,reports/korea-trending/repositories/line__abc-def.md,sources/line__abc-def
daangn/icona,https://github.com/daangn/icona,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,88,9,75,korea,288,solid,source+report,1358,34,106,12,monorepo;cli-first;agent-runtime;retrieval-memory;tests-evals;web-runtime,config;eval;docs;entrypoints;retrieval,webRuntime,build;utility;quality,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/a/daangn__icona.md,reports/korea-trending/repositories/daangn__icona.md,sources/daangn__icona
daangn/metabridge,https://github.com/daangn/metabridge,developer-productivity,개발 생산성/DevTools,korea,TypeScript,65,1,69,korea,274,emerging,source+report,1130,36,106,12,cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;security-policy,config;retrieval;entrypoints;eval;agentRuntime,,build;test;utility,,ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/4/daangn__metabridge.md,reports/korea-trending/repositories/daangn__metabridge.md,sources/daangn__metabridge
studyield/studyield,https://github.com/studyield/studyield,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,50,29,0,,176,emerging,source+report,404,73,106,12,cli-first;api/server;agent-runtime;retrieval-memory;security-policy;container-deploy,retrieval;security;docs;agentRuntime;entrypoints,,,,test/eval path not obvious,보안/정책 표면과 배포 표면이 함께 드러나는 운영형 레포,reports/source-deep-dives/repositories/4/studyield__studyield.md,reports/llm-wiki/repositories/studyield__studyield.md,sources/studyield__studyield
Samsung/TAU-Design-Editor,https://github.com/Samsung/TAU-Design-Editor,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,JavaScript,28,18,78,korea,281,solid,source+report,2267,542,106,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals,spec;config;retrieval;eval;entrypoints,,quality;test;build;serve-dev;utility,,ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/6/Samsung__TAU-Design-Editor.md,reports/korea-trending/repositories/Samsung__TAU-Design-Editor.md,sources/Samsung__TAU-Design-Editor
mozilla-ai/llamafile,https://github.com/mozilla-ai/llamafile,ai-infrastructure-serving,AI 인프라/서빙,global,C++,24999,1398,167,global,456,high-signal,source+report,662,48,105,10,api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;agent-instructions,docs;eval;agentRuntime;ci;retrieval,,utility;quality,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/0/mozilla-ai__llamafile.md,reports/global-trending/repositories/mozilla-ai__llamafile.md,sources/mozilla-ai__llamafile
NevaMind-AI/memU,https://github.com/NevaMind-AI/memU,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,13885,1037,189,global,486,high-signal,source+report,240,57,105,12,cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;agent-instructions,retrieval;agentRuntime;docs;eval;config,llmProviders;agentFrameworks;vectorStores,utility;quality;test,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/5/NevaMind-AI__memU.md,reports/global-trending/repositories/NevaMind-AI__memU.md,sources/NevaMind-AI__memU
numtide/llm-agents.nix,https://github.com/numtide/llm-agents.nix,agent-harness-mcp,에이전트 하네스/MCP,global,Nix,1436,158,145,global,401,solid,source+report,458,142,105,9,monorepo;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,agentRuntime;ci;security;docs;retrieval,,,,entrypoint path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/b/numtide__llm-agents.nix.md,reports/global-trending/repositories/numtide__llm-agents.nix.md,sources/numtide__llm-agents.nix
SearchSavior/OpenArc,https://github.com/SearchSavior/OpenArc,ai-infrastructure-serving,AI 인프라/서빙,global,Python,461,38,138,global,397,solid,source+report,140,33,105,12,cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;container-deploy;agent-instructions;model-runtime;web-runtime,eval;docs;agentRuntime;config;ci,llmProviders;modelRuntime;webRuntime;developerSurface,utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/6/SearchSavior__OpenArc.md,reports/global-trending/repositories/SearchSavior__OpenArc.md,sources/SearchSavior__OpenArc
naver/egjs-axes,https://github.com/naver/egjs-axes,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,187,31,84,korea,309,solid,source+report,420,68,105,12,monorepo;cli-first;api/server;retrieval-memory;spec-artifacts;tests-evals;web-runtime,docs;eval;retrieval;config;entrypoints,webRuntime,quality;build;utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/a/naver__egjs-axes.md,reports/korea-trending/repositories/naver__egjs-axes.md,sources/naver__egjs-axes
netboxlabs/netbox-mcp-server,https://github.com/netboxlabs/netbox-mcp-server,agent-harness-mcp,에이전트 하네스/MCP,global,Python,187,84,154,global,410,solid,source+report,47,9,105,12,cli-first;api/server;agent-runtime;mcp/protocol;tests-evals;security-policy;container-deploy;agent-instructions,eval;mcp;ci;config;docs,agentProtocols,serve-dev,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/d/netboxlabs__netbox-mcp-server.md,reports/global-trending/repositories/netboxlabs__netbox-mcp-server.md,sources/netboxlabs__netbox-mcp-server
existential-birds/beagle,https://github.com/existential-birds/beagle,agent-harness-mcp,에이전트 하네스/MCP,global,Shell,64,8,159,global,399,emerging,source+report,541,281,105,9,api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,agentRuntime;spec;eval;docs;security,,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/2/existential-birds__beagle.md,reports/global-trending/repositories/existential-birds__beagle.md,sources/existential-birds__beagle
Lumiaqian/openspec-mcp,https://github.com/Lumiaqian/openspec-mcp,agent-harness-mcp,에이전트 하네스/MCP,mixed,TypeScript,25,3,0,,175,solid,deep-source+report,74,15,105,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals,agentRuntime;entrypoints;eval;config;retrieval,agentProtocols;developerSurface,build;serve-dev;test;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/6/Lumiaqian__openspec-mcp.md,reports/clone-structures/Lumiaqian__openspec-mcp.md,sources/Lumiaqian__openspec-mcp
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,ai-infrastructure-serving,AI 인프라/서빙,global,C++,77378,8319,146,global,436,high-signal,source+report,432,60,104,11,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals,docs;eval;spec;retrieval;config,,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/9/nomic-ai__gpt4all.md,reports/global-trending/repositories/nomic-ai__gpt4all.md,sources/nomic-ai__gpt4all
openai/chatgpt-retrieval-plugin,https://github.com/openai/chatgpt-retrieval-plugin,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,21190,3600,0,,230,high-signal,source+report,122,70,104,12,cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;security-policy;container-deploy;model-runtime;web-runtime,docs;eval;container;retrieval;agentRuntime,llmProviders;agentFrameworks;vectorStores;modelRuntime;webRuntime,utility;serve-dev,,ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/4/openai__chatgpt-retrieval-plugin.md,reports/llm-wiki/repositories/openai__chatgpt-retrieval-plugin.md,sources/openai__chatgpt-retrieval-plugin
getmaxun/maxun,https://github.com/getmaxun/maxun,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,15927,1329,150,global,429,high-signal,source+report,256,68,104,12,api/server;agent-runtime;mcp/protocol;retrieval-memory;security-policy;container-deploy;web-runtime,agentRuntime;retrieval;config;entrypoints;security,llmProviders;agentProtocols;webRuntime;browserAutomation,serve-dev;quality;utility,,test/eval path not obvious;ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/9/getmaxun__maxun.md,reports/global-trending/repositories/getmaxun__maxun.md,sources/getmaxun__maxun
jacob-bd/notebooklm-mcp-cli,https://github.com/jacob-bd/notebooklm-mcp-cli,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,4941,772,178,global,465,high-signal,source+report,205,22,104,12,cli-first;api/server;agent-runtime;mcp/protocol;tests-evals;security-policy;agent-instructions,eval;mcp;agentRuntime;docs;security,agentProtocols;developerSurface,utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/7/jacob-bd__notebooklm-mcp-cli.md,reports/global-trending/repositories/jacob-bd__notebooklm-mcp-cli.md,sources/jacob-bd__notebooklm-mcp-cli
bosun-ai/swiftide,https://github.com/bosun-ai/swiftide,agent-harness-mcp,에이전트 하네스/MCP,global,Rust,710,62,142,global,393,solid,source+report,389,78,104,12,agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;agent-instructions,eval;agentRuntime;retrieval;config;ci,llmProviders;agentProtocols;vectorStores,,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/f/bosun-ai__swiftide.md,reports/global-trending/repositories/bosun-ai__swiftide.md,sources/bosun-ai__swiftide
naver/lispe,https://github.com/naver/lispe,eval-observability,평가/관측/품질,korea,C,594,19,100,korea,333,emerging,source+report,583,110,104,12,cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;container-deploy,docs;config;eval;entrypoints;agentRuntime,,utility;test,,ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/f/naver__lispe.md,reports/korea-trending/repositories/naver__lispe.md,sources/naver__lispe
toss/es-git,https://github.com/toss/es-git,general-ai-open-source,일반 AI 오픈소스,korea,Rust,319,12,100,korea,325,solid,source+report,1070,258,104,12,agent-runtime;retrieval-memory;spec-artifacts;tests-evals,docs;eval;retrieval;agentRuntime;spec,,build;utility;quality,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/a/toss__es-git.md,reports/korea-trending/repositories/toss__es-git.md,sources/toss__es-git
Samsung/Tizen.NET,https://github.com/Samsung/Tizen.NET,general-ai-open-source,일반 AI 오픈소스,korea,C#,249,35,101,korea,323,solid,source+report,809,220,104,11,agent-runtime;retrieval-memory;tests-evals;security-policy;container-deploy,docs;container;ci;agentRuntime;security,,,,entrypoint path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/e/Samsung__Tizen.NET.md,reports/korea-trending/repositories/Samsung__Tizen.NET.md,sources/Samsung__Tizen.NET
nhn/tui.editor,https://github.com/nhn/tui.editor,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,17983,1848,99,korea,360,high-signal,source+report,501,148,103,12,monorepo;api/server;retrieval-memory;spec-artifacts;tests-evals;web-runtime,entrypoints;eval;spec;docs;retrieval,webRuntime,quality;test;build;serve-dev;utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/f/nhn__tui.editor.md,reports/korea-trending/repositories/nhn__tui.editor.md,sources/nhn__tui.editor
jundot/omlx,https://github.com/jundot/omlx,ai-infrastructure-serving,AI 인프라/서빙,global,Python,16768,1419,134,global,409,high-signal,source+report,682,77,103,6,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;model-runtime;web-runtime,eval;docs;retrieval;mcp;security,llmProviders;agentProtocols;modelRuntime;webRuntime,utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/4/jundot__omlx.md,reports/global-trending/repositories/jundot__omlx.md,sources/jundot__omlx
zilliztech/claude-context,https://github.com/zilliztech/claude-context,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,11880,877,179,global,469,high-signal,source+report,172,49,103,12,monorepo;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals,eval;docs;retrieval;mcp;config,,build;serve-dev;utility;quality,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/b/zilliztech__claude-context.md,reports/global-trending/repositories/zilliztech__claude-context.md,sources/zilliztech__claude-context
